 CR,           1 ,   3.00002284E-06
 CR,          57 ,   1.05400011E-03
 CR,         114 ,   9.15000029E-03
 CR,         171 ,   2.35920008E-02
 CR,         228 ,   4.94799986E-02
 CR,         284 ,  0.114060000    
 CR,         341 ,  0.191364005    
 CR,         398 ,  0.268642008    
 CR,         455 ,  0.464541018    
 CR,         512 ,  0.816577971    
 CR,           1 ,   3.00002284E-06
 CR,          57 ,   9.00000101E-04
 CR,         114 ,   8.65300000E-03
 CR,         171 ,   2.67229993E-02
 CR,         228 ,   5.84469996E-02
 CR,         284 ,  0.111632995    
 CR,         341 ,  0.179510996    
 CR,         398 ,  0.251976997    
 CR,         455 ,  0.390201002    
 CR,         512 ,  0.744493008    
 CR,           1 ,   2.00001523E-06
 CR,          57 ,   1.02199987E-03
 CR,         114 ,   8.56900029E-03
 CR,         171 ,   2.21020002E-02
 CR,         228 ,   5.46140000E-02
 CR,         284 ,  0.101479001    
 CR,         341 ,  0.167633995    
 CR,         398 ,  0.248630002    
 CR,         455 ,  0.387285978    
 CR,         512 ,  0.699364007    
 CR,           1 ,   4.00003046E-06
 CR,         114 ,   6.95099961E-03
 CR,         228 ,   6.19450025E-02
 CR,         342 ,  0.162542000    
 CR,         455 ,  0.393247992    
 CR,         569 ,  0.768297017    
 CR,         683 ,   1.39351201    
 CR,         796 ,   2.23085809    
 CR,         910 ,   3.23311996    
 CR,        1024 ,   17.0033779    
