 RC,           1 ,   3.00002284E-06
 RC,          57 ,   1.05400011E-03
 RC,         114 ,   9.15000029E-03
 RC,         171 ,   2.35920008E-02
 RC,         228 ,   4.94799986E-02
 RC,         284 ,  0.114060000    
 RC,         341 ,  0.191364005    
 RC,         398 ,  0.268642008    
 RC,         455 ,  0.464541018    
 RC,         512 ,  0.816577971    
 RC,           1 ,   3.00002284E-06
 RC,          57 ,   9.00000101E-04
 RC,         114 ,   8.65300000E-03
 RC,         171 ,   2.67229993E-02
 RC,         228 ,   5.84469996E-02
 RC,         284 ,  0.111632995    
 RC,         341 ,  0.179510996    
 RC,         398 ,  0.251976997    
 RC,         455 ,  0.390201002    
 RC,         512 ,  0.744493008    
 RC,           1 ,   2.00001523E-06
 RC,          57 ,   1.02199987E-03
 RC,         114 ,   8.56900029E-03
 RC,         171 ,   2.21020002E-02
 RC,         228 ,   5.46140000E-02
 RC,         284 ,  0.101479001    
 RC,         341 ,  0.167633995    
 RC,         398 ,  0.248630002    
 RC,         455 ,  0.387285978    
 RC,         512 ,  0.699364007    
 RC,           1 ,   4.00003046E-06
 RC,         114 ,   6.95099961E-03
 RC,         228 ,   6.19450025E-02
 RC,         342 ,  0.162542000    
 RC,         455 ,  0.393247992    
 RC,         569 ,  0.768297017    
 RC,         683 ,   1.39351201    
 RC,         796 ,   2.23085809    
 RC,         910 ,   3.23311996    
 RC,        1024 ,   17.0033779    
